barcode,dataset_table9,dataset_role,policy_table9,window_k,window_cycle_start,window_cycle_end,expected_cycle_count,QDischarge_valid_count,QDischarge_valid_ratio,QCharge_valid_count,QCharge_valid_ratio,IR_valid_count,IR_valid_ratio,Tmax_valid_count,Tmax_valid_ratio,Tavg_valid_count,Tavg_valid_ratio,Tmin_valid_count,Tmin_valid_ratio,chargetime_valid_count,chargetime_valid_ratio,QDischarge_end,QDischarge_mean,QDischarge_slope,QDischarge_std,QDischarge_delta_cycle2_to_k,QCharge_mean,QCharge_slope,QCharge_delta_cycle2_to_k,IR_end,IR_mean,IR_slope,IR_delta_cycle2_to_k,Tmax_mean,Tavg_mean,Tmin_mean,chargetime_mean,chargetime_slope,QDischarge_recent10_slope
EL150800460596,Prim. Test,Primary,4.8C(80%)-4.8C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0773104,1.08067402929,-3.70055831787e-05,0.0015291234959,0.0006693,1.08057315152,-3.61504205318e-05,0.0008119,0.017471852,0.0175702160101,-2.91352445269e-06,-0.000577019,35.3294284747,31.6585001155,29.6996589596,10.0415893939,8.55196042054e-05,-0.000123452727273
EL150800460597,Prim. Test,Primary,4.8C(80%)-4.8C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0710108,1.07208033232,2.77280148423e-06,0.000854143166722,0.0030426,1.07183356465,2.91019418677e-06,0.0031089,0.017228115,0.0171059043636,8.4185606679e-07,-0.000260558,32.0403004141,30.0803664852,28.4469011111,10.0483053535,-0.000214918016904,-8.552e-05
EL150800460599,Prim. Test,Primary,6C(60%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0470229,1.04890193333,-9.55336796537e-06,0.00138554973592,0.0048854,1.04850189091,-6.98789734075e-06,0.0055775,0.017087102,0.0172199981515,-4.02456113791e-06,-0.000836281,36.4511502727,32.4055192765,29.6197806667,10.1304669529,6.52933415795e-05,-7.96672727273e-05
EL150800460601,Prim. Test,Primary,6C(60%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0768065,1.07803004242,-9.68095856524e-06,0.000756731453519,0.0019871,1.07791371313,-1.22131502783e-05,0.0014698,0.016675115,0.0165464220202,2.15500770563e-06,6.718e-05,36.0515698788,32.9596988723,30.246154101,11.561455202,-0.00011151422387,-4.37878787879e-05
EL150800460602,Train,Train,2C(2%)-5C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0759984,1.0780272596,-1.27914050711e-05,0.00115049300543,0.0024593,1.07729556869,-1.23668521954e-05,0.0024938,0.017662315,0.0175528956768,-1.3285416945e-06,-0.000232082,37.3982360404,32.7458910164,29.8498212929,10.0684678956,8.38780045355e-05,-5.64412121212e-05
EL150800460603,Train,Train,4.65C(19%)-4.85C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0766457,1.07989419899,-4.39754471243e-05,0.00162446938224,-0.0002342,1.07964172626,-4.31464242424e-05,-7.54999999999e-05,0.017396539,0.0174125553535,-1.97292032158e-06,-0.000258873,36.2985846465,32.358725887,30.1705099596,10.1440184512,-0.000271484106371,-0.000109074545455
EL150800460604,Train,Train,4.9C(69%)-4.25C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0787998,1.07824711515,3.27914384663e-05,0.00129000758453,0.0062955,1.07773167677,3.32776784168e-05,0.0060763,0.01718566,0.0170323334545,2.11464509586e-06,4.1012e-05,37.9727252121,33.4870927146,30.6094545354,10.1392283333,0.000127225025768,-1.814e-05
EL150800460605,Prim. Test,Primary,2C(10%)-6C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,0.96833885,1.02871098788,-0.00109210469722,0.0314376903807,-0.10373165,1.02943892899,-0.00107617213717,-0.1017524,0.016749162,0.0168691714848,-8.10079010513e-06,-0.000832979,36.8173523333,32.4100534815,29.1331526263,10.7259630808,0.00887009888683,-0.00140574921212
EL150800460608,Train,Train,5.2C(37%)-4.5C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0785081,1.07921916566,1.26573741497e-05,0.0010348035954,0.0052288,1.07903001111,1.4283537415e-05,0.0055868,0.017651426,0.0175565878283,8.49754557823e-07,-3.7204e-05,34.8614843939,31.7865571425,29.8747781515,10.1422913805,-7.21501133785e-05,-5.82921212121e-05
EL150800460610,Prim. Test,Primary,4.9C(61%)-4.5C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0759076,1.07669611616,6.73038961039e-06,0.00120447089517,0.0043576,1.07567244444,1.61745726654e-05,0.0070374,0.017148972,0.017059852101,-3.98048868275e-07,-8.4983e-05,37.3769183636,33.0618159406,30.285836202,10.1501787374,-4.22225520508e-05,-5.91133333333e-05
EL150800460611,Train,Train,4.8C(80%)-4.8C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0676695,1.07054678586,-3.03303525046e-05,0.00128297218397,0.0004021,1.07033484343,-2.97215435993e-05,0.0004015,0.017124586,0.0171856425859,-2.76171147805e-06,-0.000553833,31.1996278485,29.8071020443,28.7154084545,10.0528390067,0.000224999793857,-0.000126160606061
EL150800460613,Train,Train,6C(4%)-4.75C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0730408,1.07450789192,-7.06043661101e-06,0.000891380851692,0.0025682,1.07440395758,-6.62649103278e-06,0.0027529,0.017026441,0.0169998670606,-2.36685689549e-07,-0.000126906,37.1004814747,32.6163477756,29.9854983434,10.1376353535,0.000144748072562,-7.21278787879e-05
EL150800460614,Train,Train,4.9C(27%)-4.75C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0693567,1.07062291919,4.9457266543e-07,0.00093707081324,0.0035157,1.07039104141,4.07452071738e-07,0.0035124,0.017357314,0.0173394337576,-6.50840457638e-07,-0.00026701,35.7476622828,32.0029924876,29.8944090101,10.1285700505,-0.000101335889507,-6.73793939394e-05
EL150800460615,Train,Train,6C(40%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0814074,1.08282371717,-1.63682189239e-05,0.000822031583979,0.0015437,1.08260400101,-1.92191960421e-05,0.0009864,0.016130757,0.0160094262525,1.8543058256e-06,5.8428e-05,36.7976173333,33.5400883069,30.6516110808,10.1245242929,-0.000278947371675,-3.74581818182e-05
EL150800460617,Prim. Test,Primary,5.4C(80%)-5.4C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0780438,1.07884788788,5.1293135436e-07,0.000727403186834,0.0028093,1.07828776869,-9.55045145331e-07,0.0026314,0.016688013,0.016596141798,1.38564646877e-06,-1.1264e-05,37.9902398788,33.8485570739,30.5795721313,12.1374980808,-0.000202885054628,-3.22103030303e-05
EL150800460618,Train,Train,7C(40%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0832821,1.08388918384,2.11359802103e-06,0.000636312566245,0.0034096,1.08396635657,-1.28806431663e-07,0.0029957,0.016871214,0.0167156228384,2.64842802721e-06,0.000103314,37.673212,33.5850672439,30.3521096162,11.1781243266,-2.24818181808e-05,-3.26254545455e-05
EL150800460622,Prim. Test,Primary,6C(50%)-3.6C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0739936,1.07450767374,3.19532096475e-06,0.000699156312284,0.0032472,1.07445730404,1.08743351886e-06,0.0027067,0.017091474,0.0169670922929,2.0468191342e-06,3.2435e-05,34.8775217172,32.0973343785,29.8130145556,11.0364440741,-0.000160277777777,-2.63066666667e-05
EL150800460623,Prim. Test,Primary,3.6C(80%)-3.6C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0849404,1.08537119697,1.02956252319e-05,0.00102032474613,0.0050181,1.08514565152,9.21658627087e-06,0.0049016,0.016854173,0.0165995949798,9.22966745826e-06,-1.3807e-05,34.5446438384,31.4795841132,29.6407587273,13.37888633,-5.1146031745e-05,-4.4196969697e-05
EL150800460627,Train,Train,5.6C(58%)-3.5C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0863159,1.08590944141,3.18635794682e-05,0.00142440594096,0.0078546,1.08553269697,2.95988806432e-05,0.0082712,0.018249137,0.0180613256364,3.41192525665e-06,7.4465e-05,36.0752038081,32.1297612091,29.7348309192,10.1306386869,-0.00017739554731,-2.64806060606e-05
EL150800460628,Train,Train,5.2C(71%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0718495,1.07334089596,-2.80441558442e-07,0.00102530383178,0.0031278,1.07306446465,-5.78909338281e-06,0.0031162,0.017082267,0.0171051146263,-6.61000816327e-07,-0.000378346,38.8353788586,33.6342839413,30.5552720808,10.129930101,-8.82189239332e-05,-7.21751515151e-05
EL150800460630,Train,Train,5.4C(70%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0776314,1.07803318687,2.0242585034e-06,0.000713587344557,0.0030959,1.07792434646,2.11883982684e-06,0.0029528,0.016682969,0.0165874488889,1.55959471861e-06,-4.862e-06,36.8664965455,33.3780639518,30.4992766162,12.1284872054,-0.000240907441764,-7.40339393939e-05
EL150800460631,Prim. Test,Primary,5.2C(50%)-4.25C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0795146,1.0796738596,1.78299480519e-05,0.00112712498997,0.0052477,1.0800290101,1.90366777984e-05,0.005513,0.017755082,0.0175375437071,1.49492917749e-06,0.000109414,37.8848998384,33.2476371597,30.3147544646,10.137393569,0.000147624324882,-3.52745454545e-05
EL150800460634,Train,Train,3.6C(30%)-6C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0521992,1.06472456465,-0.00021438584663,0.00629146226064,-0.0165399,1.06422039899,-0.000210940374768,-0.0160852,0.015800076,0.0158655678182,-4.54129156463e-06,-0.001029189,37.3266011313,32.7734180015,29.6628894444,10.2183864815,0.000724882498454,-0.000290690909091
EL150800460635,Prim. Test,Primary,3.6C(2%)-4.85C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.070745,1.07197401515,-1.13765986395e-06,0.000823445117103,0.0027297,1.07147149798,-9.91445887446e-07,0.0027709,0.016871674,0.0168533280808,-5.07405046382e-07,-0.000308501,35.7418034747,32.0525153304,29.7453303636,10.1332296128,-0.00023206773861,-7.46133333333e-05
EL150800460636,Prim. Test,Primary,7C(40%)-3.6C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0688359,1.07052219495,-2.40148101422e-05,0.000887244645111,0.000597,1.07040628283,-2.59664440322e-05,0.0001262,0.016239306,0.0161048555657,2.60147837972e-06,0.000127854,36.8206052424,33.3397826587,30.2539671616,11.1778232492,0.000261587920016,-3.96945454545e-05
EL150800460640,Train,Train,6C(40%)-3.6C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0793804,1.08067144949,-1.27762721088e-05,0.000702250048329,0.0015438,1.08029916869,-1.55684044527e-05,0.0010429,0.016290806,0.0161670642525,1.89890500928e-06,5.1344e-05,36.2356178485,33.0805030457,30.3773848485,10.1299026768,-8.25271696544e-05,-3.83545454545e-05
EL150800460641,Train,Train,5.2C(58%)-4C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0847911,1.08457635556,2.06875670996e-05,0.00105084339829,0.0057391,1.08458248889,1.70024588745e-05,0.0059362,0.017794212,0.0176273884848,2.64879452072e-06,9.9076e-05,36.4458677172,32.9722498258,30.6102827677,10.1304876768,8.52223665224e-05,-1.62303030303e-05
EL150800460642,Prim. Test,Primary,7C(30%)-3.6C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0847629,1.08565899899,-3.29447742733e-06,0.000693871516138,0.0029856,1.08567064242,-5.45218305504e-06,0.0025805,0.01683517,0.0166911045556,2.62325604205e-06,9.1571e-05,37.4038602424,33.5064331716,30.338561798,10.2420259764,-6.03358482795e-05,-2.55593939394e-05
EL150800460644,Prim. Test,Primary,6C(40%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0818107,1.08278282121,-5.21271985158e-06,0.000642352924844,0.002357,1.08258251717,-7.18038837353e-06,0.0019524,0.016644154,0.0165455236263,1.89767286333e-06,1.7818e-05,35.3994099091,32.7041560177,30.4310803434,11.1518753367,0.000103660338074,-3.72642424242e-05
EL150800460647,Prim. Test,Primary,7C(40%)-3C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0821686,1.08288678687,-1.38552875696e-07,0.000658056180348,0.0032072,1.08296086364,-2.20422387137e-06,0.00277,0.016855884,0.0167448905051,1.57420431664e-06,-9.89e-07,36.823245303,33.0733225325,30.2409615354,12.0912908923,6.93496186358e-05,-3.18872727273e-05
EL150800460649,Prim. Test,Primary,5.6C(47%)-4C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.074622,1.07494447879,1.64580927644e-05,0.000962122702046,0.0046723,1.07468752727,1.26506072975e-05,0.0048025,0.017811341,0.0177427454646,2.1162935436e-06,-3.5675e-05,36.4073257172,32.1744334729,29.7311813838,10.1296336869,-0.000135834632034,-4.33557575758e-05
EL150800460652,Prim. Test,Primary,4.4C(8%)-4.85C,100,2,100,99,99,1,99,1,99,1,99,1,99,1,99,1,99,1,1.0862604,1.08795572222,-6.30037971552e-06,0.00106421155996,0.0031561,1.08769240606,-5.07505627706e-06,0.0033732,0.017448828,0.0174080817273,-1.34839760049e-06,-9.6654e-05,36.758865899,32.6524431744,30.2693089798,10.1401665993,-6.05732838604e-06,-8.79721212121e-05
