barcode,dataset_table9,dataset_role,policy_table9,window_k,window_cycle_start,window_cycle_end,expected_cycle_count,QDischarge_valid_count,QDischarge_valid_ratio,QCharge_valid_count,QCharge_valid_ratio,IR_valid_count,IR_valid_ratio,Tmax_valid_count,Tmax_valid_ratio,Tavg_valid_count,Tavg_valid_ratio,Tmin_valid_count,Tmin_valid_ratio,chargetime_valid_count,chargetime_valid_ratio,QDischarge_end,QDischarge_mean,QDischarge_slope,QDischarge_std,QDischarge_delta_cycle2_to_k,QCharge_mean,QCharge_slope,QCharge_delta_cycle2_to_k,IR_end,IR_mean,IR_slope,IR_delta_cycle2_to_k,Tmax_mean,Tavg_mean,Tmin_mean,chargetime_mean,chargetime_slope,QDischarge_recent10_slope
EL150800460474,Prim. Test,Primary,6C(40%)-4C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0745265,1.07345195556,0.000396026666667,0.00113066499126,0.0036395,1.07337737778,0.000406801666667,0.0037055,0.017557561,0.0175750545556,-7.00606666667e-06,-5.8329e-05,37.1949941111,32.9124474314,30.3065083333,10.1433124074,0.00278255555554,0.000396026666667
EL150800460477,Prim. Test,Primary,5.4C(70%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0826545,1.08162656667,0.000364298333333,0.00103043936692,0.0033611,1.08171231111,0.000331106666667,0.0030527,0.016794458,0.0168489495556,-1.79557666667e-05,-0.000143357,34.6012382222,31.8801902824,29.8200468889,11.4486522222,0.00269275,0.000364298333333
EL150800460478,Train,Train,4.4C(24%)-5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0731639,1.0702598,0.000502621666667,0.00203102241193,0.0075171,1.07023538889,0.000626168333333,0.0064155,0.017388145,0.0176489106667,-4.167965e-05,-0.000391919,33.5215597778,31.263965684,29.4977036667,10.1538711111,-0.0104743611111,0.000502621666667
EL150800460480,Prim. Test,Primary,4.4C(47%)-5.5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0669696,1.06586715556,0.000312356666667,0.000949496676153,0.0031316,1.06584666667,0.000325581666667,0.0031422,0.017268233,0.017482954,-4.57763166667e-05,-0.00026829,37.1664102222,32.7265471754,29.9761768889,10.1782122222,-0.000248027777804,0.000312356666667
EL150800460481,Prim. Test,Primary,6C(40%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0981392,1.09709264444,0.000388311666667,0.0010946893594,0.0035,1.09695876667,0.000345386666667,0.0032927,0.016826145,0.0168680158889,-1.57373833333e-05,-0.000126109,30.5979773333,30.3389947817,30.0456456667,10.1338555556,0.00962088888888,0.000388311666667
EL150800460485,Train,Train,7C(40%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0882163,1.08718556667,0.00038135,0.00107614279722,0.0034481,1.08736017778,0.000350691666667,0.0032035,0.017304897,0.0173572094444,-1.48411666667e-05,-0.000131501,35.2345043333,32.3884655156,29.8953002222,10.2672672222,-5.55000000089e-05,0.00038135
EL150800460486,Train,Train,3.6C(80%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0797766,1.07818021111,0.000530258333333,0.00142419288444,0.0044754,1.07795733333,0.000531476666667,0.0045071,0.016867684,0.0169094908889,-2.218865e-05,-0.000171147,34.4736486667,31.7163010749,29.965865,13.4073235185,3.92222222224e-05,0.000530258333333
EL150800460492,Prim. Test,Primary,5.2C(66%)-3.5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0736306,1.07187785556,0.000537321666667,0.00160018813902,0.0047797,1.0719086,0.000558326666667,0.0050743,0.017508421,0.0175724634444,-1.94590833333e-05,-0.000154002,37.3351504444,33.2778673422,30.7371322222,10.1715096296,0.00134683333331,0.000537321666667
EL150800460498,Train,Train,6C(31%)-4.25C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0782987,1.076835,0.00051701,0.00145276898752,0.0047341,1.07665755556,0.00051737,0.0046734,0.018055685,0.0180646064444,-7.07273333333e-06,-7.1995e-05,37.1879057778,32.8658780538,30.3310308889,10.1237033333,-0.00134608333335,0.00051701
EL150800460501,Train,Train,4.65C(69%)-6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0779557,1.07704124444,0.000326555,0.00100736389884,0.0034348,1.07678004444,0.000331103333333,0.003477,0.017322764,0.0175493213333,-5.679325e-05,-0.000554262,35.5888691111,32.1855181863,30.0401717778,10.2829092593,0.0116096111111,0.000326555
EL150800460506,Train,Train,6C(50%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.081539,1.08035812222,0.000412125,0.0011484242526,0.0037075,1.08024868889,0.000338876666667,0.0033991,0.016346447,0.0163960408889,-1.66185e-05,-0.000134237,33.6374406667,31.9464207423,30.3035017778,11.5338224074,0.00268452777778,0.000412125
EL150800460507,Train,Train,6C(30%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0809715,1.08001945556,0.00034485,0.000985060144933,0.003224,1.07946485556,0.000317178333333,0.002995,0.016598588,0.0166593854444,-1.82297166667e-05,-0.000143489,37.069748,33.6685543125,30.627598,11.1149762963,-0.00420013888888,0.00034485
EL150800460510,Prim. Test,Primary,4C(31%)-5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0739849,1.07330975556,0.000306998333333,0.00091141848555,0.002709,1.07293067778,0.000360965,0.0028821,0.016656373,0.0168577448889,-6.02453166667e-05,-0.000476854,37.8267247778,33.4304405004,30.5450795556,10.1603931481,-0.00482372222221,0.000306998333333
EL150800460511,Train,Train,5.6C(38%)-4.25C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0786763,1.07729531111,0.000420783333333,0.00114283895477,0.0038597,1.07703985556,0.00042501,0.0039338,0.018076971,0.0181142852222,-1.70802666667e-05,-0.000149341,34.974486,31.8770764717,29.7673552222,10.1349783333,0.0110656666667,0.000420783333333
EL150800460513,Train,Train,5.6C(65%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.073298,1.0716952,0.000518825,0.00149136872257,0.0050931,1.07141668889,0.000555603333333,0.0053665,0.017726328,0.0178248241111,-1.897955e-05,-0.000212172,36.643817,32.7952903746,30.3387452222,10.1130977778,-0.00420444444444,0.000518825
EL150800460514,Prim. Test,Primary,3.6C(80%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0745373,1.0732494,0.000461906666667,0.0012495876182,0.0038481,1.07313912222,0.000431518333333,0.0033109,0.016572181,0.0166411131111,-2.266665e-05,-0.000170173,35.6297332222,31.9103169926,29.6433361111,13.3878814815,0.00558466666667,0.000461906666667
EL150800460518,Train,Train,1C(4%)-6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0733572,1.07248048889,0.000282331666667,0.00106204292908,0.0033031,1.07197808889,0.00026027,0.0032099,0.016943973,0.0172761005556,-6.43740833333e-05,-0.000561481,31.363928,29.7956239924,28.047128,10.2414381481,-0.00267636111113,0.000282331666667
EL150800460522,Train,Train,5.4C(50%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0757509,1.07450987778,0.000423468333333,0.00115567098718,0.0036989,1.07436113333,0.00040885,0.0035253,0.016624577,0.0166798221111,-1.87510666667e-05,-0.000154062,35.0584153333,31.9501648945,29.384245,10.1247001852,-0.00555755555555,0.000423468333333
EL150800460525,Train,Train,6C(50%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0798281,1.0786698,0.000349831666667,0.00094592379538,0.0032107,1.07869625556,0.000267318333333,0.0029632,0.016809396,0.0168806345556,-2.011395e-05,-0.000173104,35.6200264444,32.5163152185,29.9492791111,11.0567866667,-0.00421216666666,0.000349831666667
EL150800460526,Prim. Test,Primary,5.6C(5%)-4.75C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0816238,1.08006947778,0.00050073,0.00148175971195,0.0050719,1.07929334444,0.000694505,0.006676,0.017177187,0.017350887,-3.46380166667e-05,-0.000404866,37.5372551111,33.0976412067,30.3268984444,10.144567037,0.00283250000001,0.00050073
EL150800460527,Prim. Test,Primary,5.2C(10%)-4.75C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0711464,1.06976565556,0.000442496666667,0.00119818535861,0.0038662,1.06955907778,0.000454095,0.0039509,0.017532842,0.0176619821111,-3.40115166667e-05,-0.000256187,36.2387771111,32.4217522161,29.9046953333,10.106642037,0.00418516666666,0.000442496666667
EL150800460528,Prim. Test,Primary,5.6C(25%)-4.5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0833874,1.08165396667,0.000470115,0.00134563809564,0.0036564,1.08156876667,0.000461323333333,0.0037971,0.020121135,0.020135966,-1.097165e-05,-9.4455e-05,37.6931352222,33.320989324,30.3772113333,10.1532053704,0.00413308333335,0.000470115
EL150800460596,Prim. Test,Primary,4.8C(80%)-4.8C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0814238,1.08005267778,0.00048365,0.00142039177207,0.0047827,1.07989982222,0.000497508333333,0.0048811,0.017639875,0.0178486262222,-4.43455166667e-05,-0.000408996,34.7970848889,31.5736400925,29.6950146667,10.0363972222,0.00844158333334,0.00048365
EL150800460597,Prim. Test,Primary,4.8C(80%)-4.8C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0710604,1.07028333333,0.000339941666667,0.00106630581292,0.0030922,1.07004904444,0.000338683333333,0.0031109,0.017252095,0.0172362741111,-2.40259166667e-05,-0.000236578,32.1100898889,30.1116145813,28.6177182222,10.045767037,1.22222223586e-06,0.000339941666667
EL150800460599,Prim. Test,Primary,6C(60%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0486518,1.04625658889,0.000763356666667,0.00204774229088,0.0065143,1.0454724,0.000809456666667,0.0069649,0.017414257,0.0176521406667,-6.40093e-05,-0.000509126,36.1862152222,32.3573786426,29.633771,10.1237688889,0.00137477777775,0.000763356666667
EL150800460601,Prim. Test,Primary,6C(60%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0783199,1.07714885556,0.000391471666667,0.00107219283103,0.0035005,1.077153,0.000318563333333,0.0032118,0.016478464,0.0165316583333,-1.55502166667e-05,-0.000129471,35.6147703333,32.8397324063,30.2522407778,11.5705544444,-0.00417577777778,0.000391471666667
EL150800460602,Train,Train,2C(2%)-5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0778636,1.07645823333,0.000417516666667,0.00123987421315,0.0043245,1.07568936667,0.000422483333333,0.0043763,0.017608132,0.0177557741111,-3.043115e-05,-0.000286265,36.5873662222,32.5008668639,29.6996653333,10.0720205556,0.0041985,0.000417516666667
EL150800460603,Train,Train,4.65C(19%)-4.85C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0806184,1.0796016,0.000416643333333,0.00120910862668,0.0037385,1.07926138889,0.000434173333333,0.0038634,0.017548984,0.0175922698889,-1.711215e-05,-0.000106428,36.4674482222,32.5552385459,30.4970073333,10.1326657407,-8.22222225724e-06,0.000416643333333
EL150800460604,Train,Train,4.9C(69%)-4.25C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0762185,1.07486385556,0.00038933,0.00107247459551,0.0037142,1.07424862222,0.000400766666667,0.0035498,0.016923536,0.0170202431111,-2.07982666667e-05,-0.000221112,37.4539345556,33.2986592355,30.5220847778,10.1257209259,0.00278130555555,0.00038933
EL150800460605,Prim. Test,Primary,2C(10%)-6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0690311,1.07104632222,-0.000565818333333,0.001718502214,-0.0030394,1.07084202222,-0.00048998,-0.0026615,0.017249037,0.0174849194444,-5.41100666667e-05,-0.000333104,36.8629398889,32.0260040896,29.034799,10.3214585185,0.000815500000006,-0.000565818333333
EL150800460608,Train,Train,5.2C(37%)-4.5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0783074,1.07661995556,0.00056361,0.00155150029549,0.0050281,1.07614538889,0.000630601666667,0.0053384,0.017472312,0.0175922681111,-2.64397833333e-05,-0.000216318,34.4543193333,31.6966292593,29.957475,10.1430142593,-6.10000000071e-05,0.00056361
EL150800460610,Prim. Test,Primary,4.9C(61%)-4.5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0760785,1.07450381111,0.000458585,0.00131333946906,0.0045285,1.0726673,0.000318668333333,0.0026349,0.017036978,0.0171497866667,-2.364265e-05,-0.000196977,36.6716516667,32.8356366843,30.2102291111,10.148562037,0.00733588888889,0.000458585
EL150800460611,Train,Train,4.8C(80%)-4.8C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0712485,1.06994095556,0.000410071666667,0.00116265837546,0.0039811,1.06972456667,0.000406248333333,0.0038919,0.01735512,0.0174934626667,-3.97334166667e-05,-0.000323299,33.5699812222,30.8191972889,28.9493056667,10.036362037,-0.00562438888892,0.000410071666667
EL150800460613,Train,Train,6C(4%)-4.75C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0739754,1.0729534,0.0003932,0.00111679909364,0.0035028,1.0727979,0.000415731666667,0.0036439,0.017056372,0.0170911644444,-1.63321833333e-05,-9.6975e-05,36.7647424444,32.604674587,30.1208394444,10.1158494444,0.00703080555555,0.0003932
EL150800460614,Train,Train,4.9C(27%)-4.75C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0701967,1.06873018889,0.000462546666667,0.00129661389305,0.0043557,1.06846827778,0.000466075,0.0043419,0.017341252,0.0174949458889,-3.585545e-05,-0.000283072,35.311575,31.9375530975,29.7840908889,10.1436807407,-0.00279583333335,0.000462546666667
EL150800460615,Train,Train,6C(40%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0833608,1.08223336667,0.000385866666667,0.00106853098432,0.0034971,1.0822289,0.000331495,0.0031342,0.015945569,0.0159904591111,-1.53495e-05,-0.00012676,36.4047287778,33.4424512206,30.6745683333,10.133822963,-0.00140122222223,0.000385866666667
EL150800460617,Prim. Test,Primary,5.4C(80%)-5.4C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0783457,1.07725337778,0.00034962,0.000949436247673,0.0031112,1.07675948889,0.000342136666667,0.0030604,0.016555659,0.0166134267778,-1.68158833333e-05,-0.000143618,37.7156314444,33.7945238101,30.6071107778,12.1519727778,0.0109968055556,0.00034962
EL150800460618,Train,Train,7C(40%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0837516,1.0825335,0.000416258333333,0.00117289243042,0.0038791,1.08284518889,0.00038438,0.0035978,0.016604628,0.0166716711111,-1.79054833333e-05,-0.000163272,37.0894533333,33.439664954,30.4044833333,11.1838892593,0.00410427777778,0.000416258333333
EL150800460622,Prim. Test,Primary,6C(50%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0741303,1.0730867,0.0003719,0.00104835936057,0.0033839,1.07314744444,0.000277885,0.0030401,0.016911812,0.0169653362222,-1.78664e-05,-0.000147227,34.5040957778,31.9641748132,29.7750055556,11.0475168519,-0.0013565,0.0003719
EL150800460623,Prim. Test,Primary,3.6C(80%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0837817,1.08263913333,0.000435715,0.00122485265146,0.0038594,1.0824148,0.000433481666667,0.0037923,0.01668706,0.0167244976667,-2.127755e-05,-0.00018092,34.8544355556,31.9000475661,30.0929332222,13.3694712963,0.001393,0.000435715
EL150800460627,Train,Train,5.6C(58%)-3.5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0841404,1.08215976667,0.000680538333333,0.00189480347031,0.0056791,1.08188628889,0.000649603333333,0.0060554,0.017903015,0.0179868555556,-2.60054666667e-05,-0.000271657,35.5133912222,32.0340997031,29.7348858889,10.1315248148,-0.00696736111112,0.000680538333333
EL150800460628,Train,Train,5.2C(71%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0727148,1.07125395556,0.000456111666667,0.00136681523023,0.0039931,1.07123681111,0.00043592,0.0038576,0.017195296,0.0173081924444,-3.61085833333e-05,-0.000265317,38.2010175556,33.5456267402,30.6297357778,10.133997037,0.00416455555555,0.000456111666667
EL150800460630,Train,Train,5.4C(70%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.077704,1.07660107778,0.00035854,0.000979499382086,0.0031685,1.07650236667,0.000371805,0.0031112,0.016535342,0.0165956817778,-1.723155e-05,-0.000152489,36.6042548889,33.3054855407,30.5411894444,12.1527524074,0.00546908333333,0.00035854
EL150800460631,Prim. Test,Primary,5.2C(50%)-4.25C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0787864,1.07715415556,0.000463828333333,0.00150193968078,0.0045195,1.0773919,0.000445063333333,0.004585,0.017406905,0.0175455005556,-2.38304166667e-05,-0.000238763,37.2954317778,33.0308450871,30.3653633333,10.1340266667,0.00131727777778,0.000463828333333
EL150800460634,Train,Train,3.6C(30%)-6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0724788,1.0713968,0.000404431666667,0.00116002978027,0.0037397,1.07061405556,0.000438243333333,0.0038738,0.016193038,0.0163934011111,-6.739595e-05,-0.000636227,36.8619672222,32.9150146644,29.5786192222,10.2044653704,0.00377022222222,0.000404431666667
EL150800460635,Prim. Test,Primary,3.6C(2%)-4.85C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.071297,1.07027283333,0.000363468333333,0.00102794971775,0.0032817,1.06976213333,0.00035696,0.0032821,0.016940648,0.0170052122222,-2.97003e-05,-0.000239527,35.3139402222,32.0099303425,29.6908986667,10.1424496296,-0.00970730555553,0.000363468333333
EL150800460636,Prim. Test,Primary,7C(40%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0714344,1.07047453333,0.00035632,0.00100464987599,0.0031955,1.07057377778,0.000314965,0.0028881,0.015990974,0.0160398112222,-1.73336333333e-05,-0.000120478,36.4712766667,33.3003344044,30.2861524444,11.1745059259,0.00551183333333,0.00035632
EL150800460640,Train,Train,6C(40%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0810486,1.08004387778,0.000360863333333,0.00100776016853,0.003212,1.07989697778,0.000313068333333,0.0027807,0.016101617,0.0161462227778,-1.656155e-05,-0.000137845,36.0293675556,32.9801445827,30.3537011111,10.1240268519,0.0110361944444,0.000360863333333
EL150800460641,Train,Train,5.2C(58%)-4C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0834111,1.08180581111,0.000458701666667,0.00142890595635,0.0043591,1.08210718889,0.000468551666667,0.0046109,0.017499318,0.0175708838889,-1.804545e-05,-0.000195818,36.0117932222,32.7898219555,30.4930546667,10.1237618519,-0.00274333333335,0.000458701666667
EL150800460642,Prim. Test,Primary,7C(30%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0856049,1.08438502222,0.000422876666667,0.0011766950325,0.0038276,1.08458615556,0.000392731666667,0.0035493,0.016595514,0.0166472123333,-1.735745e-05,-0.000148085,36.8332636667,33.3765466759,30.361488,10.2565157407,0.00132172222222,0.000422876666667
EL150800460644,Prim. Test,Primary,6C(40%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0827931,1.08173197778,0.000371151666667,0.00103272209425,0.0033394,1.08177786667,0.000346003333333,0.0030952,0.016485088,0.0165329923333,-1.68293333333e-05,-0.000141248,35.0839577778,32.6103756135,30.4140526667,11.1611064815,-0.008271,0.000371151666667
EL150800460647,Prim. Test,Primary,7C(40%)-3C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0827476,1.08157947778,0.000427801666667,0.00119568762158,0.0037862,1.08187604444,0.00040406,0.0035859,0.016678508,0.0167415852222,-2.29644666667e-05,-0.000178365,36.4895936667,33.007178041,30.3189666667,12.0819124074,-0.00693694444445,0.000427801666667
EL150800460649,Prim. Test,Primary,5.6C(47%)-4C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0738974,1.07242994444,0.000435666666667,0.00132093766117,0.0039477,1.0724877,0.000432188333333,0.0041781,0.017618088,0.0176984345556,-2.19261666667e-05,-0.000228928,35.9017533333,32.0892449316,29.7441457778,10.1354746296,-0.0055981111111,0.000435666666667
EL150800460652,Prim. Test,Primary,4.4C(8%)-4.85C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0873606,1.08607451111,0.000446036666667,0.00128836674769,0.0042563,1.08571446667,0.000462665,0.0043152,0.01750776,0.0174840784444,-1.13041666667e-06,-3.7722e-05,36.4665407778,32.602354556,30.2946922222,10.144275,-0.00276674999999,0.000446036666667
EL150800460653,Prim. Test,Primary,5.4C(50%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0857847,1.08415017778,0.000548223333333,0.00148049125914,0.0046183,1.08352453333,0.000555023333333,0.0046528,0.016649365,0.0167133655556,-2.26602666667e-05,-0.000181485,35.6230985556,32.3885129932,29.829673,10.1242292593,0.00277827777778,0.000548223333333
EL150800460655,Train,Train,3.6C(22%)-5.5C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0752634,1.07472127778,0.00023105,0.000745592019476,0.0023661,1.07404793333,0.000225346666667,0.0023115,0.016485961,0.0166416357778,-5.229445e-05,-0.000450093,36.5879246667,32.7700012599,30.1552291111,10.127812037,0.00376638888889,0.00023105
EL150800460656,Prim. Test,Primary,8C(15%)-3.6C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0875177,1.08641156667,0.000399071666667,0.00111052187031,0.0035619,1.086397,0.00037202,0.0033447,0.016561555,0.0166051184444,-1.51154e-05,-0.000124149,36.0735345556,32.7796713229,29.8439893333,10.2489496296,-7.38888887701e-06,0.000399071666667
EL150800460659,Train,Train,5.4C(80%)-5.4C,10,2,10,9,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1.0910354,1.08994992222,0.000376605,0.00105024805512,0.003384,1.0901739,0.000339336666667,0.0032488,0.016227074,0.0162869887778,-1.67227166667e-05,-0.000149313,36.0334587778,33.0838336591,30.4706877778,10.7925398148,0.0110473888889,0.000376605
