barcode,early_cycle_limit,early_valid_cycle_count,fragment_count,fragment_merge_valid,QDischarge_early_mean,QDischarge_early_slope_per_cycle,QCharge_early_mean,QCharge_early_slope_per_cycle,IR_early_mean,IR_early_slope_per_cycle,Tmax_early_mean,Tmax_early_slope_per_cycle,Tavg_early_mean,Tavg_early_slope_per_cycle,Tmin_early_mean,Tmin_early_slope_per_cycle,chargetime_early_mean,chargetime_early_slope_per_cycle
EL150800453113,100,98,1,True,1.067714931632653,2.6832581515676236e-05,1.0669843908163266,2.8838641633326383e-05,0.016826558428571427,1.2219510589763076e-06,37.05940942857143,0.008086991890589923,33.15658968055135,0.0018241686830704601,29.95953713265306,0.0009583722927932239,10.795610034013556,-2.9781944946980705e-05
EL150800460653,100,99,1,True,1.0864695565656566,2.3160274582560226e-05,1.0858408646464648,2.3000472479901002e-05,0.016528862282828283,8.855105652442799e-06,35.85141423232323,0.008577910686456388,32.41716254671688,0.0028603764372183843,29.839730595959594,0.0016221259740259782,10.12547436026938,-9.454957744570382e-07
EL150800460522,100,99,1,True,1.0771062363636363,1.788623129251757e-05,1.0768656303030304,1.5934707482993224e-05,0.016676227535353534,1.5290453184910313e-06,35.43276257575758,0.007824397068645635,32.08875385853444,0.0019483041379484772,29.51007211111111,0.0008730587136672883,10.13811205387206,0.00020527575757590038
EL150800453240,100,99,1,True,1.086443382828283,-0.00029454159059987613,1.2397907818181817,-0.004528207693259122,0.018004754414141413,-5.991890807668523e-05,35.415118353535355,0.006160547161410033,31.831057275618022,0.015283469098475458,29.92691219191919,0.0017214545578231307,9.925956313131318,-0.00010241440940052563
EL150800464881,100,99,1,True,1.0883684717171715,-1.035584539270271e-05,1.0882763343434345,-1.153993939393924e-05,0.01632486908080808,8.964648608534306e-07,36.83902758585859,0.008253605380333966,33.044085397077396,0.0015708294315788067,30.129123131313133,0.0005733002350030992,9.930255336700306,0.00022940954442275926
EL150800464002,100,99,1,True,1.0698410858585858,-0.00013977618181818178,1.0691817929292928,-0.00013887291156462593,0.01505672603030303,3.818678849721705e-06,34.92834715151515,0.0005895058750772913,32.152922017545066,-0.0011897298219279346,29.96077201010101,-0.002345111329622757,9.027207626262616,0.0002585867450006918
EL150800463871,100,99,1,True,1.082226497979798,-8.178444155844156e-05,1.0812843414141413,-8.371420531849085e-05,0.014937809606060606,7.49689032776747e-06,36.94892544444445,-0.007942396833642552,33.136973711356525,-0.002616990464319227,30.249985080808084,-0.0033254373531230604,8.987271380471347,0.0013106030921456063
EL150800460477,100,99,1,True,1.0824610575757574,-6.9509103277674005e-06,1.0823519212121213,-9.21659987631421e-06,0.016824002585858585,1.3894804576376006e-06,34.87278439393939,0.005990100816326529,31.990774547174937,0.0014121115972733046,29.809444080808078,-0.0010228476314162024,11.458691784511789,0.00013571311069876253
EL150800460630,100,99,1,True,1.0780331868686868,2.0242585034014705e-06,1.0779243464646464,2.118839826839812e-06,0.01658744888888889,1.5595947186147161e-06,36.866496545454545,0.006592332108843534,33.378063951824195,0.0014368343732453566,30.49927661616162,-0.0007835696722325316,12.128487205387227,-0.00024090744176368892
EL150800460617,100,99,1,True,1.078847887878788,5.129313543598951e-07,1.0782877686868686,-9.550451453307091e-07,0.0165961417979798,1.385646468769325e-06,37.990239878787875,0.007534115559678404,33.8485570739493,0.001135407244795686,30.57957213131313,-0.0010402031292516978,12.137498080808077,-0.00020288505462821743
EL150800460659,100,99,1,True,1.0905742878787879,-1.5210461348175406e-05,1.0905738262626261,-1.643513790970949e-05,0.016285491838383837,1.6321409894867002e-06,36.41381293939394,0.008838200111317246,33.15641406115227,0.0017916447902627912,30.38804886868687,-0.0007561481014223868,10.800664208754245,-4.3559843330543136e-05
EL150800463198,100,99,1,True,1.0820360393939394,-1.0758799010513337e-05,1.0820815363636365,-1.1596460111317213e-05,0.016098906666666666,1.850728868274584e-06,37.51131004040404,0.008820061867656152,33.89497000372244,0.0019264369621005604,30.730024525252528,-0.0006532564996907886,10.803712340067367,-0.00023735621521347222
EL150800460507,100,99,1,True,1.0806956292929293,-7.726680272108982e-06,1.0798740373737374,-9.828139764996595e-06,0.016680037545454544,2.0738448608534412e-06,37.491157878787874,0.010164279678416816,33.773800525042,0.002135758160455579,30.628645454545456,-0.0004446942362399489,11.13825358585859,0.00015512745825596973
EL150800460644,100,99,1,True,1.082782821212121,-5.212719851577204e-06,1.0825825171717172,-7.18038837353149e-06,0.016545523626262625,1.897672863327147e-06,35.399409909090906,0.0068216203957946805,32.70415601771739,0.001626099901861205,30.431080343434342,-0.0002457966975881328,11.151875336700318,0.00010366033807420289
EL150800460615,100,99,1,True,1.082823717171717,-1.6368218923933255e-05,1.082604001010101,-1.9219196042053522e-05,0.01600942625252525,1.8543058256029702e-06,36.797617333333335,0.008834424403215836,33.54008830692456,0.0020146471829795513,30.65161108080808,-0.00045748870748299453,10.124524292929317,-0.0002789473716751116
EL150800460481,100,99,1,True,1.097068405050505,-2.6201082251082747e-05,1.0967882626262626,-2.765333704390824e-05,0.016865566141414143,1.3785441311069859e-06,30.709141161616163,0.0013291988991960386,30.375396745150567,9.084660380651289e-05,30.00905564646465,-0.0015517834632034647,10.126957558922545,2.8119583590138643e-05
EL150800460640,100,99,1,True,1.0806714494949494,-1.2776272108843273e-05,1.0802991686868688,-1.5568404452690066e-05,0.016167064252525253,1.8989050092764402e-06,36.23561784848485,0.005797009499072346,33.08050304573434,0.0016211002185910523,30.377384848484848,-0.0005243193444650575,10.129902676767715,-8.252716965442779e-05
EL150800460436,100,99,1,True,1.0954916464646465,-2.181216573902273e-05,1.0950465656565658,-2.469653927025363e-05,0.016483775656565655,1.1521778231292554e-06,37.731304424242424,0.011445283290043282,33.671697614422236,0.0029272580125320052,30.36514987878788,-0.0003688041063698239,10.129993047138068,0.00017080603999233178
EL150800460525,100,99,1,True,1.0800699888888887,-3.1296474953600746e-07,1.080049704040404,-1.4723747680890734e-06,0.01685519708080808,1.4302222387136635e-06,36.082526292929295,0.009285430538033393,32.66455167507312,0.002670049170414646,29.98833122222222,0.0006281684724798985,11.035507962962974,0.0002391988043713755
EL150800460622,100,99,1,True,1.0745076737373738,3.195320964749697e-06,1.074457304040404,1.0874335188619458e-06,0.016967092292929295,2.046819134199134e-06,34.87752171717172,0.008407833951762525,32.09733437854188,0.002072469490071616,29.813014555555554,0.00021627189857760997,11.036444074074087,-0.00016027777777712714
EL150800460506,100,99,1,True,1.0812765595959597,-7.183043908472686e-06,1.0810641858585859,-9.473983920840999e-06,0.016437746262626264,2.426142436611003e-06,33.97087875757576,0.006395048497217067,32.04688205693082,0.001558866733905455,30.278352737373737,-0.00033165120593692,11.55480367003368,9.833461142189254e-05
EL150800460601,100,99,1,True,1.0780300424242424,-9.680958565244308e-06,1.077913713131313,-1.2213150278293153e-05,0.01654642202020202,2.155007705627701e-06,36.05156987878788,0.009454412702535551,32.95969887229894,0.002090104055932096,30.246154101010102,-0.00033266870748299324,11.561455202020225,-0.00011151422387049838
EL150800453773,100,99,1,True,1.075801506060606,-9.437124304267239e-06,1.0758947444444444,-1.1851510204081871e-05,0.01621205696969697,2.495612133580705e-06,37.29856363636364,0.013820409400123673,33.69474656343401,0.003422677866789545,30.441867747474745,-0.00044694209029065975,10.231588400673418,5.985840033043814e-05
EL150800460642,100,99,1,True,1.085658998989899,-3.2944774273345585e-06,1.0856706424242424,-5.4521830550400605e-06,0.016691104555555555,2.623256042053182e-06,37.403860242424244,0.013373550550401972,33.50643317156701,0.0027577067202922538,30.338561797979796,-0.0006885372789115664,10.242025976430943,-6.0335848279471356e-05
EL150800463229,100,99,1,True,1.086929977777778,-8.204863327149238e-06,1.0871226919191919,-1.0485303648731971e-05,0.01667927321212121,1.9379450340136053e-06,37.75613994949495,0.008747482832405692,33.45968416375565,0.001287985925721744,30.277771616161615,-0.0011278631416202821,12.087224326599333,-0.00013605747268631612
EL150800460647,100,99,1,True,1.082886786868687,-1.385528756960918e-07,1.0829608636363637,-2.2042238713666593e-06,0.016744890505050507,1.5742043166357483e-06,36.8232453030303,0.006840445479282617,33.073322532455414,0.0012078858606857357,30.240961535353534,-0.00117046385899815,12.091290892255914,6.934961863577264e-05
EL150800460618,100,99,1,True,1.0838891838383837,2.11359802102667e-06,1.0839663565656565,-1.2880643166339506e-07,0.016715622838383837,2.6484280272108846e-06,37.673212,0.012996380012368585,33.585067243916896,0.0028638610684101127,30.352109616161613,-0.0008645644279529993,11.178124326599383,-2.248181818080174e-05
EL150800460636,100,99,1,True,1.070522194949495,-2.401481014223877e-05,1.0704062828282828,-2.5966444032158375e-05,0.016104855565656565,2.6014783797155294e-06,36.82060524242424,0.009610436178107595,33.339782658681436,0.0018271203827821833,30.253967161616163,-0.0008785030674087803,11.17782324915825,0.0002615879200157447
EL150800460485,100,99,1,True,1.0868420717171718,-3.361546072974663e-05,1.086822982828283,-3.5472937538652434e-05,0.01741384996969697,2.926151341991345e-06,35.79095866666667,0.012762135077303638,32.55333216968652,0.0032443610134106067,29.951694818181817,0.00014872176870748304,10.258049427609434,-4.2606761493109514e-05
EL150800460656,100,99,1,True,1.0871594505050506,-1.2920053184909944e-05,1.0869268242424241,-1.5261495361780988e-05,0.016674251585858585,3.013581175015464e-06,36.69642807070707,0.01403723468150897,33.000547391096504,0.004251037202135039,29.912547070707074,0.00024360235003091787,10.257274326599301,4.576433724956688e-05
EL150800460518,100,100,1,True,1.06082046,-0.00034853668286828653,1.060705608,-0.00033907852505250536,0.01692349232,1.9821693369336933e-06,32.1509741,0.008588899321932195,30.051861761323586,0.0054069695206725105,28.13055077,0.002039134743474347,10.374352433333357,0.003429886388638971
EL150800460605,100,100,1,True,1.029115678,-0.0010837069411341132,1.0298313617,-0.0010675194624062405,0.016879002089999998,-8.444168922892282e-06,36.81587509,0.0010486478667866676,32.412140926154635,0.00898742275996635,29.14328873,0.005097965874587457,10.722770716666705,0.008796275997600026
EL150800460602,100,100,1,True,1.077955578,-8.153149714971636e-06,1.077228085,-7.99058805880615e-06,0.0175554087,-1.4383685688568886e-06,37.39122531,0.016783202334233426,32.74881626573435,0.005064828317106877,29.85411323,0.0012040781218121816,10.068944383333333,5.308037803815361e-05
EL150800460673,100,100,1,True,1.060953746,-0.0002223605064506451,1.060265407,-0.00021938292289228918,0.016199178590000002,-2.114085322532255e-06,38.5287126,0.012729238943894394,33.653887500660865,-1.2940439218016166e-05,30.06485031,0.0006944247404740465,10.137543450000011,0.001248020712070625
EL150800460655,100,100,1,True,1.071859679,-0.00010199251905190506,1.071185478,-0.00010161292529252935,0.01619727689,-4.547681266126609e-06,37.06455404,0.012119857545754564,32.90144512786083,0.0037472504875388597,30.21182602,0.0004969282688268856,10.14531249999997,0.0003652477047708214
EL150800460635,100,100,1,True,1.071896274,3.5144182418242547e-06,1.071399265,3.329071107110639e-06,0.01685708309,-7.154034623462272e-07,35.736397499999995,0.010306972481248108,32.05095774963587,0.001453000413372478,29.743580029999997,0.0003899038163816419,10.132948083333343,-0.0002084501150112428
EL150800460634,100,100,1,True,1.064729121,-0.00020828862466246574,1.064226624,-0.00020504462166216617,0.01587727963,-5.102152913291324e-06,37.32192536,0.011537874635463548,32.771754551712064,-0.00021708513514443357,29.66319933,0.0020339410321032047,10.218623933333372,0.0006892452845281029
EL150800460451,100,100,1,True,1.0714675710000001,-5.441226822682234e-05,1.070727629,-5.213392319231907e-05,0.01777135152,-3.8011370297029703e-06,38.70635413,0.010880854107410753,33.403561291155654,0.006921766557634771,30.12807713,0.00252995372937294,10.109367833333334,0.00020951085108552106
EL150800460466,100,100,1,True,1.07414894,-3.656212541254144e-05,1.073113669,-3.473201500149985e-05,0.01720108531,-3.462033453345329e-06,37.23218707,0.012121629204920487,33.20815019015913,0.0033254566042527044,30.52724997,0.00134543161716172,10.136359366666671,0.0005424341234114008
EL150800460510,100,100,1,True,1.068939982,-0.0001428250633063309,1.0688604990000001,-0.00013997676987698762,0.016353701119999998,-5.637316183618363e-06,38.42421667,0.014136980528052807,33.59764024495574,0.004917797626329585,30.40856674,-0.002270552043204322,10.167001800000017,0.0005617667566755243
EL150800463208,100,100,1,True,1.078944168,-0.00011589506150615041,1.078794431,-0.00011468472787278697,0.01660285347,-2.096409846984697e-06,37.73482904,0.014055105334533451,33.36114822961318,0.00452755156563103,30.32211129,-7.23052205220535e-05,10.26981348333332,0.0011685954695472046
EL150800460449,100,100,1,True,1.081991011,7.851971197118322e-07,1.0818235250000001,1.8773663366334126e-06,0.01700985849,2.740480108010851e-07,37.28481978,0.01443015510351035,32.86541808383445,0.002938162393094242,30.23194505,-0.00028456390639063897,10.141567816666644,0.00032701567156672806
EL150800460478,100,100,1,True,1.074485744,2.5714010201020216e-05,1.07415686,2.1821459345934367e-05,0.017385868120000002,-2.006827446744671e-06,34.2725293,0.010833628850885096,31.432479657289946,0.003477731483970533,29.584256529999998,0.0019039891929192975,10.148630400000025,0.00035844020402101586
EL150800460480,100,100,1,True,1.064092328,-7.729498109810962e-05,1.0641627200000001,-7.640400480048039e-05,0.01711685474,-4.189966432643263e-06,37.33682483,0.009010113009300935,32.959688872882495,0.005209401452371492,30.04798933,0.002665394749474946,10.197823899999992,0.0007251064306429959
EL150800440551,100,100,1,True,1.042205661,-0.00017513794719471986,1.042218249,-0.00017506370537053692,0.01681442108,-5.72129756975698e-06,35.33094005,0.012368572775277538,32.44289541562783,0.002580824292036976,30.19335269,-0.0014287106570657034,10.400095166666674,0.0018982420442039787
EL150800460652,100,100,1,True,1.087862946,-6.017809780977865e-07,1.087601122,4.985034503453031e-07,0.01741074064,-1.4663013981398136e-06,36.75606087,0.012686721458145804,32.65021053387195,0.0019404171792243433,30.270315569999998,-0.0005724117311731189,10.1405778666667,-3.030913091313653e-05
EL150800460603,100,100,1,True,1.079814184,-3.79158799879987e-05,1.079562505,-3.7158633663366006e-05,0.01741824189,-2.2521327752775282e-06,36.29434193,-0.010169990669066912,32.357754326151365,-0.00576786206071039,30.17155154,-0.006374257665766578,10.143845483333314,-0.00025314490449119794
EL150800463245,100,100,1,True,1.084118849,-2.8086378637863205e-06,1.0840127320000001,-2.205999399939913e-06,0.017021088179999998,-9.553568676867746e-07,35.20215565,0.008361103252325244,31.92876082256531,0.00042084281159454655,29.94737205,-0.0007722683288328869,10.15455101666668,-1.4479717971911204e-05
EL150800460501,100,100,1,True,1.07546583,-6.213360216021619e-05,1.075188412,-6.210630663066341e-05,0.01715414525,-4.549258031803176e-06,35.90053991,0.010395840942094205,32.252316406611264,0.0016982293888530493,29.97414761,5.348125412541156e-05,10.31494101666668,0.0008091479847987773
EL150800460597,100,100,1,True,1.071999318,7.503173117311743e-06,1.07175634,7.411355535553543e-06,0.01710921347,6.202698649865001e-07,32.033988199999996,-0.00047907903990398396,30.079455672543673,-0.0009029262963228702,28.44975197,-0.002149604986498644,10.048768966666673,-0.0002360756875690822
EL150800460611,100,100,1,True,1.070482205,-2.559296429642977e-05,1.070273963,-2.5222066006600972e-05,0.01719128143,-3.0146612841284118e-06,31.22775314,-0.03962495577557756,29.81964145720248,-0.017782685156354804,28.71895187,-0.005708864836483642,10.05339851666668,0.0001850784178415788
EL150800460596,100,100,1,True,1.080601135,-3.157605340534008e-05,1.080503429,-3.093471407140733e-05,0.01757520414,-3.1233086708670866e-06,35.322298169999996,0.011048204998499839,31.659518174001423,0.0021195510038815074,29.702105200000002,-0.0004090283588358857,10.04220786666667,4.623846384649248e-05
EL150800460614,100,100,1,True,1.070540453,5.3788640864085585e-06,1.070312565,5.057314731473029e-06,0.017342551589999998,-8.167263306330654e-07,35.74336723,0.011343978151815188,32.00345744912582,0.0019189877798179425,29.89467636,0.0012942949894989464,10.128335616666709,-8.43991499147954e-05
EL150800460610,100,100,1,True,1.076611317,1.156805100510083e-05,1.075597856,2.0125136513651445e-05,0.01706234413,-5.342669606960695e-07,37.37045181,0.014203667596759676,33.061848139861105,0.004925658797119289,30.28865529,0.0005664603360335998,10.15047503333332,-5.857015701531406e-05
EL150800460604,100,100,1,True,1.0781638409999998,3.676441464146422e-05,1.077655823,3.67953969396943e-05,0.0170334425,1.9859499669967017e-06,37.96875552,0.0135543899069907,33.48641561822686,0.004165324395314805,30.611171979999998,0.0019048179897989798,10.139649983333326,9.839754975541366e-05
EL150800460527,100,100,1,True,1.072064398,1.3365257725773003e-05,1.071886522,1.4024609660965832e-05,0.017501264409999998,-1.0943880888088847e-06,36.52895103,0.007763828268826876,32.40640196142738,0.000508870277334967,29.984536600000002,0.0011309387818781913,10.13917498333332,3.5153525353041005e-05
EL150800460608,100,100,1,True,1.079122092,1.8048164416441573e-05,1.078935478,1.947510231023117e-05,0.017558618550000002,7.038773897389738e-07,34.85551657,0.008399154629462956,31.785883983486375,0.002110836186293237,29.876486909999997,-0.0005445586258625883,10.142670033333374,-9.250127012674534e-05
EL150800460631,100,100,1,True,1.0795892379999998,2.2327371137113455e-05,1.079936461,2.3969198319831993e-05,0.0175388153,1.3749851665166502e-06,37.88002511,0.013763066516651675,33.247378999166045,0.004245570136326164,30.31974136,0.00015929891389139102,10.13698871666668,0.0001672900790085398
EL150800460641,100,100,1,True,1.084489477,2.523418721872209e-05,1.084494456,2.1727111911190978e-05,0.01762822798,2.520246456645666e-06,36.444787409999996,0.011497956177617756,32.971110518827075,0.0037523372651466443,30.610887320000003,0.0019011431983198255,10.130971383333335,5.395596559649632e-05
EL150800460492,100,100,1,True,1.0745806039999999,2.608405640564051e-05,1.07458567,2.1953838583858188e-05,0.01757629493,1.298833765376539e-06,37.84743272,0.011771640012001205,33.428610636961565,0.003464476403829454,30.600970309999997,-0.0012439868886888693,10.158442033333353,-0.00014955003500299725
EL150800460628,100,100,1,True,1.07325863,4.614975097509526e-06,1.072985554,-9.293789378938483e-07,0.017109661039999998,-9.114511131113131e-07,38.82507683,0.014562730855085509,33.63042230703738,0.0030139462471630092,30.554668430000003,-0.0007518772817281745,10.129603099999988,-6.617275727565679e-05
EL150800460528,100,100,1,True,1.0850738130000002,2.916698289829016e-05,1.084752762,2.6288972097209806e-05,0.02019000282,2.119657617761773e-06,38.12886177,0.013233028076807684,33.41015714550003,0.0030720344736689473,30.3336279,-0.00045417526552655655,10.139999683333343,0.00018763053305384587
EL150800460511,100,100,1,True,1.080589174,3.962108370837104e-05,1.0802664210000001,3.857168736873667e-05,0.01815435411,2.7287969336933683e-06,35.47231872,0.012304946126612664,31.942425187855523,0.002030447820113563,29.77568223,-0.00023119551755175626,10.136344666666655,-0.00011957477747751546
EL150800460649,100,100,1,True,1.07485604,2.1223027902790206e-05,1.074600673,1.7434506450645286e-05,0.01774439966,1.9551643084308476e-06,36.40214067,0.013440107920792083,32.17278939318908,0.0023354851311922047,29.731364990000003,0.00036701654365436606,10.13015235,-0.00016261161116084798
EL150800460627,100,100,1,True,1.085794124,3.776767596759685e-05,1.085418097,3.552762496249588e-05,0.018062500960000002,3.2407597359735938e-06,36.07038015,0.013181609258925902,32.12793115338229,0.002674295524876534,29.73503462,-0.00029572140414040906,10.130276816666663,-0.00015062913291380453
EL150800460526,100,100,1,True,1.08117524,-1.4766857485748257e-05,1.081561078,-4.328458445844858e-06,0.01719970499,-1.8934375337533797e-06,38.19466177,0.016067958697869797,33.34136575755879,0.00495209134233816,30.398132460000003,0.0018086664986498662,10.135258016666667,0.00010102835283569685
EL150800460513,100,100,1,True,1.074632714,2.202928892889292e-05,1.0744423220000001,2.2894245424542534e-05,0.01779034468,2.913415061506153e-07,37.442406500000004,0.01602153876987698,33.13088601172341,0.007565550520644617,30.28523798,-0.0015317759135913638,10.142055466666687,-8.440038003797443e-05
EL150800460473,100,100,1,True,1.083036775,1.6549026702670203e-05,1.083102386,1.6158133813381555e-05,0.01721992813,1.3930963996399622e-06,38.00621863,0.017812308952895286,33.13635829477116,0.0037230330234744803,30.34664139,0.0012106780978097785,10.13726745000001,0.00028910726072607727
EL150800460498,100,100,1,True,1.079510019,1.8336018601860095e-05,1.079370588,1.866192619261905e-05,0.01812838345,1.9474443504350386e-06,37.78023153,0.016144131431143113,33.00975085938354,0.0036352444095421542,30.274928180000003,-0.00014410588658866414,10.131045700000003,0.00022105588558778166
EL150800460474,100,100,1,True,1.076250845,2.7476503450345058e-05,1.076142978,2.726946294629447e-05,0.01767782918,3.520228970897089e-06,37.82507886,0.01604484643264327,33.02517760955967,0.00307551721895211,30.279054000000002,-0.00041969291329132944,10.132048416666649,-0.0001297967496754734
EL150800460613,100,100,1,True,1.074424446,-1.8935373537352803e-06,1.074322153,-1.5699867986799159e-06,0.01700337423,-4.380021182118178e-07,37.09385197,0.009350832553255318,32.61386511490195,0.0011467248091821976,29.98628299,-0.0026248962316231623,10.13727686666665,0.00016174487448725297
EL150800460678,100,100,1,True,1.079022231,3.492940954095427e-05,1.07879313,3.5407553555355974e-05,0.0178023992,4.42446429042904e-06,36.72896856,0.016051821218121803,32.3081658038779,0.0029492850204776424,29.733359959999998,-0.0016852750195019512,10.131801483333353,-4.922083208364265e-05
EL150800460599,100,100,1,True,1.048796292,-2.9938817881785747e-06,1.0484006719999999,-7.673315331533606e-07,0.01722713543,-4.329016459645964e-06,36.448633279999996,0.006014769384938485,32.40354323693317,0.0014265191558622465,29.61967844,-0.0004069450225022508,10.130174316666656,8.073826382689715e-05
EL150800737329,100,100,1,True,1.070348299,-2.921871587158395e-06,1.070004798,-2.0059309930990976e-06,0.01523784218,-2.6974192619262125e-07,33.5588901505872,0.0043583817935938995,32.19439964974426,0.0024869497706396446,30.85547991599191,0.0016341182623677809,10.042618066666668,-1.1211881188050074e-05
EL150800737313,100,100,1,True,1.0676866939999998,-1.220424842484203e-05,1.067285626,-1.1493846984698855e-05,0.014986396479999999,1.5779235523552517e-07,37.985971837806595,0.008365636804032394,34.83064985952504,0.004282645932832127,31.576434763047917,0.0024436329826207914,10.041389999999941,1.1256525655185191e-06
EL150800737280,100,100,1,True,1.064629226,-1.086545094509446e-05,1.0639872339999998,-1.0383686768676926e-05,0.014999449849999999,6.804222202220204e-07,39.44593354194349,0.004284599303118048,36.08627496168611,0.0023339564181318034,32.171123894967494,0.002695142122367988,10.041506500000025,-7.173697370270928e-06
EL150800739476,100,100,1,True,1.074509803,-3.4162778277826376e-06,1.074120653,-2.909336333633041e-06,0.01513078793,-5.563515751575352e-08,32.98179311458604,0.0022485711029632998,32.11622193816339,0.0023633862082708614,31.172821491495448,0.0022098686772866515,10.045581566666693,-5.13591358950437e-06
EL150800737213,100,100,1,True,1.053126149,-1.3703898589859371e-05,1.0526114739999999,-1.2317034503450767e-05,0.01518448037,-3.48846234623462e-07,39.68760790232446,0.007980866007662643,35.55673795797331,0.006819905823570368,32.2545035647948,0.007787076040796366,10.042033966666734,-1.7884388428491922e-06
EL150800737229,100,100,1,True,1.053842363,-0.00020129592619261928,1.0535394770000002,-0.00020202068586858704,0.013728524289999999,2.7180150915091514e-06,36.98485473286339,0.008231321318226872,34.106830623582404,0.0018053576406626014,31.417573055289676,0.0035031702770927024,10.080800200000036,0.000556968676868999
EL150800737307,100,100,1,True,1.070140345,-8.463786378639048e-08,1.069989134,-3.0471407140701254e-07,0.01542963463,1.65264140414042e-07,34.274365488315254,0.0023585332984136283,32.79657354012222,0.0017217061170542525,31.24740423221992,0.0010828036932774706,11.040715933333365,-5.081608160268219e-06
EL150800737233,100,100,1,True,1.067962636,-6.291857185715834e-07,1.067987935,2.1051845184539587e-07,0.015255639590000002,-6.531397359735988e-07,35.07631520700576,0.005889306489443548,33.05460318510598,0.0028758787192688312,31.260414812806403,0.0018360917490211725,10.043265533333383,-4.286608660515258e-06
EL150800737270,100,100,1,True,1.072814416,3.3161464146414427e-06,1.072556412,4.582505850585047e-06,0.01579997208,3.912950135013472e-07,35.094569899072255,0.005588728115183959,33.08790555187293,0.0022192943217114614,31.303494031086704,0.0014448726517710734,10.041160733333347,-2.7865386533904537e-06
