k,fold,barcode,policy_table9,cycle_life_table9,pred_log_life,pred_cycle_life,life_sq_error,life_abs_error,future_points,soh_mse,soh_mae,soh_iae,status
5,4,EL150800460513,5.6C(65%)-3C,429.0,6.1222102225347745,455.87115854261367,0.0036909638991348623,0.06075330360675757,423,0.00011130800955330065,0.007200237207270791,3.0457003386755446,success
5,4,EL150800460615,6C(40%)-3C,709.0,6.500798641757738,665.673055107,0.00397617071745061,0.06305688477438931,703,0.00042471740947172467,0.01346178099633531,9.463632040423724,success
5,4,EL150800460628,5.2C(71%)-3C,463.0,6.333795928302526,563.2907520428812,0.03844300343644402,0.1960688742162917,457,0.0007767512333341419,0.015412820766020798,7.043659090071505,success
5,4,EL150800460655,3.6C(22%)-5.5C,444.0,6.417366611078283,612.3883322344594,0.1033892890475044,0.32154204864605873,438,0.002533786727957445,0.03703068290248221,16.21943911128721,success
5,4,EL150800463229,7C(30%)-3.6C,966.0,6.978175965243259,1072.9594656289235,0.01102754766361757,0.10501213103074125,960,0.0005327115241749804,0.013497852817790241,12.957938705078632,success
5,4,EL150800464881,5.4C(60%)-3C,788.0,6.407101005686292,606.1339526904294,0.06885222978175093,0.262397084171587,782,0.002576171782161458,0.032537877610291845,25.44462029124822,success
5,4,EL150800464883,4.4C(80%)-4.4C,1074.0,6.638962714818497,764.3017827850693,0.115724174298458,0.34018256025031324,1068,0.004362555175476238,0.044959112005795276,48.016331622189355,success
5,5,EL150800440551,4.4C(55%)-6C,461.0,5.836319789024233,342.51648537449717,0.088255488983299,0.2970782539724155,455,0.0014023905951005362,0.026184882010713794,11.914121314874777,success
5,5,EL150800453773,6C(60%)-3C,617.0,6.5104049165076106,672.098506280709,0.007316388923258942,0.0855358926022225,611,0.00026338158299158966,0.008591014420732587,5.24910981106761,success
5,5,EL150800460602,2C(2%)-5C,438.0,6.132025988208106,460.3679164682601,0.002480745002129009,0.04980707783165972,432,9.449723005820858e-05,0.006369563714161709,2.7516515245178583,success
5,5,EL150800460604,4.9C(69%)-4.25C,498.0,6.161505430989537,474.14132486965644,0.00241028426931327,0.049094646035115375,492,0.00047048196931655603,0.017800903157527442,8.758044353503502,success
5,5,EL150800460627,5.6C(58%)-3.5C,459.0,6.209981027552572,497.69180876555623,0.006549797219927696,0.08093081749202646,453,0.0002168465252899795,0.010538156773838823,4.7737850185489865,success
5,5,EL150800460640,6C(40%)-3.6C,731.0,6.514049370795044,674.5524074126837,0.006458386793524348,0.08036408895473368,725,0.00037852967607012654,0.012988740779618538,9.41683706522344,success
5,5,EL150800460641,5.2C(58%)-4C,520.0,6.224227171602036,504.8327425791528,0.0008762570891170036,0.029601639973437344,514,0.0002856287064877482,0.014428232259165542,7.416111381211088,success
5,5,EL150800463871,5.4C(60%)-3.6C,559.0,6.440911342488902,626.9779311520938,0.013170286652988836,0.11476186933380284,553,0.0009159413041966145,0.024460745770882652,13.526792411298107,success
10,1,EL150800453113,5.4C(50%)-3C,719.0,6.335761492304578,564.3990249015911,0.05861234483467229,0.24209986541646877,708,0.002726014285637931,0.03545837275930252,25.104527913586185,success
10,1,EL150800460478,4.4C(24%)-5C,494.0,5.915388460693412,370.69827644797107,0.08245343205346158,0.28714705649451044,483,0.0029288502009993545,0.03660786839771051,17.68160043609418,success
10,1,EL150800460511,5.6C(38%)-4.25C,478.0,6.281205574488942,534.4325738839366,0.0124534087604437,0.11159484199748526,467,0.0003494663924480398,0.011272918658329306,5.264453013439786,success
10,1,EL150800460518,1C(4%)-6C,300.0,6.486555360126681,656.2588897676427,0.6127333902277821,0.7827728854704805,289,0.005976764013735784,0.06237924740828193,18.027602500993478,success
10,1,EL150800460608,5.2C(37%)-4.5C,492.0,6.338069741341074,565.7033031273974,0.019485654218328794,0.13959102484876595,481,0.0005626308277015911,0.012628081516599233,6.074107209484231,success
10,1,EL150800460611,4.8C(80%)-4.8C,461.0,6.350398393038688,572.720831561842,0.04708915191836764,0.21700035004203944,450,0.0011746104386146099,0.022021880808021102,9.909846363609496,success
10,1,EL150800460613,6C(4%)-4.75C,487.0,6.39424475647355,598.3912214246601,0.04242802133214123,0.2059806333909604,476,0.0009629529931635343,0.017413345010349603,8.28875222492641,success
10,1,EL150800460614,4.9C(27%)-4.75C,468.0,6.224629246168482,505.0357637973524,0.0058004903431101845,0.07616095025083514,457,0.00021550905989149062,0.00903289577572346,4.128033369505621,success
10,1,EL150800465027,4.8C(80%)-4.8C,870.0,6.647442264241915,770.8102730609314,0.01465333186806311,0.1210509474067143,859,0.0009022097281807265,0.017781053464787252,15.27392492625225,success
10,2,EL150800460486,3.6C(80%)-3.6C,2160.0,7.00619590291693,1103.4488839963497,0.4511373618824096,0.6716675977612807,2149,0.006633214348206777,0.061278163695028684,131.68677378061665,success
10,2,EL150800460498,6C(31%)-4.25C,462.0,6.2037236910625815,494.5873067362472,0.004645622014828542,0.06815879998084284,451,0.00020473724601930646,0.008468834991548584,3.819444581188412,success
10,2,EL150800460501,4.65C(69%)-6C,527.0,6.213987951755595,499.6900227923018,0.002831580456684698,0.05321259678576773,516,0.00012338998777216748,0.007268510155419995,3.7505512401967174,success
10,2,EL150800460522,5.4C(50%)-3.6C,857.0,6.299029735081592,544.043787356913,0.20648679724648156,0.45440818351618795,846,0.006284305230123734,0.057963821694127796,49.03739315323212,success
10,2,EL150800460525,6C(50%)-3C,742.0,6.46573770459565,642.7383396242823,0.020624274010939567,0.14361153857173026,731,0.0015295969742450755,0.025496257219756794,18.637764027642216,success
10,2,EL150800460618,7C(40%)-3C,702.0,6.6405729215070375,765.5334579874774,0.007506405989379782,0.08663951748122667,691,0.0004968711527507829,0.011633068676942984,8.038450455767602,success
10,2,EL150800460659,5.4C(80%)-5.4C,870.0,6.695051315039283,808.3954159887329,0.005393712177577961,0.07344189660934664,859,0.0003854151669839466,0.012269530943243465,10.539527080246136,success
10,2,EL150800464977,4C(80%)-4C,1434.0,6.941986042217598,1034.8233783681235,0.10643056642918157,0.32623697894196724,1423,0.003229528020188077,0.036898480637623826,52.5065379473387,success
10,3,EL150800460485,7C(40%)-3.6C,616.0,6.3088211335688795,549.396901342032,0.013093270563096683,0.1144258299646399,605,0.00044015788593763314,0.012667907927363393,7.664084296054853,success
10,3,EL150800460506,6C(50%)-3.6C,704.0,7.004435027840572,1101.5075580763187,0.20039649570187995,0.44765667168252943,693,0.0021699751854779743,0.02647297578735734,18.345772220638636,success
10,3,EL150800460507,6C(30%)-3.6C,860.0,6.671240014909435,789.373833150431,0.007343183019704248,0.0856923743381186,849,0.00029371217920704223,0.009950596454159463,8.448056389581383,success
10,3,EL150800460603,4.65C(19%)-4.85C,489.0,6.231184088208158,508.35706687003017,0.001507116528208243,0.03882159873328561,478,0.00024124307561565106,0.012336149147484416,5.896679292497551,success
10,3,EL150800460630,5.4C(70%)-3C,1017.0,7.072839839157023,1179.492852616467,0.021971374890472677,0.14822744310846314,1006,0.0008310441616117948,0.017445236941564725,17.54990836321411,success
10,3,EL150800460634,3.6C(30%)-6C,511.0,6.3318647331682705,562.2039774080702,0.009119322329822913,0.09549514296456607,500,0.0027882450928683367,0.04686111933887123,23.430559669435613,success
10,3,EL150800463208,4C(40%)-6C,483.0,6.23381657642043,509.6970738586382,0.00289443168982742,0.05379992276785739,472,0.000698076848934186,0.022825064831564715,10.773430600498546,success
10,3,EL150800463882,5.4C(40%)-3.6C,788.0,6.942612747537061,1035.4721109448965,0.07459161623921669,0.27311465767918186,777,0.0011548125101042998,0.017621016745320597,13.691530011114104,success
10,4,EL150800460466,4C(13%)-5C,477.0,6.233681216171751,509.6280858051955,0.0043777708718291,0.06616472528340989,466,0.0005306821759692735,0.017120164485117915,7.977996650064949,success
10,4,EL150800460513,5.6C(65%)-3C,429.0,6.223483911484666,504.4576599449003,0.026252746316952492,0.16202699255664932,418,0.0005983732883248553,0.012867444785275222,5.378591920245043,success
10,4,EL150800460615,6C(40%)-3C,709.0,6.5447857514969145,695.607630089924,0.0003636563198936291,0.0190697750352129,698,9.586419211477701e-05,0.006778550573769261,4.731428300490944,success
10,4,EL150800460628,5.2C(71%)-3C,463.0,6.269690706577577,528.3139485759172,0.017414405578855822,0.13196365249134256,452,0.00045851669478417123,0.011902463803330493,5.379913639105383,success
10,4,EL150800460655,3.6C(22%)-5.5C,444.0,6.260040515170024,523.2401388417512,0.02696687913358314,0.16421595273779932,433,0.0015598057545164275,0.030335368279089833,13.135214464845898,success
10,4,EL150800463229,7C(30%)-3.6C,966.0,6.882374411320745,974.9385187533395,8.483473066660205e-05,0.009210577108227369,955,1.8666720781405817e-05,0.0032022807228107753,3.0581780902842906,success
10,4,EL150800464881,5.4C(60%)-3C,788.0,6.443681538735081,628.7171909967002,0.05099311476099528,0.22581655112279808,777,0.002011321043039625,0.027789163708060918,21.592180201163334,success
10,4,EL150800464883,4.4C(80%)-4.4C,1074.0,6.700905471603836,813.1417687107312,0.07741738823222774,0.2782398034649747,1063,0.0034244479763202505,0.03770067723967208,40.075819905771425,success
10,5,EL150800440551,4.4C(55%)-6C,461.0,5.409380619286088,223.4931174754292,0.5242012298364777,0.7240174237105608,450,0.004296190477694024,0.04991640778633944,22.46238350385275,success
10,5,EL150800453773,6C(60%)-3C,617.0,6.478045802209981,650.6981101806183,0.0028277697508558206,0.05317677830459289,606,0.00012178460984929595,0.006002654121393377,3.6376083975643865,success
10,5,EL150800460602,2C(2%)-5C,438.0,6.115374581583952,452.76561327165814,0.0010992985332202027,0.0331556712075054,427,4.460074269387931e-05,0.004552846475759202,1.9440654451491792,success
10,5,EL150800460604,4.9C(69%)-4.25C,498.0,6.2779053900822355,532.6717549488867,0.004530005165779212,0.0673053130575827,487,0.0001600520427176877,0.008970189839670732,4.368482451919647,success
10,5,EL150800460627,5.6C(58%)-3.5C,459.0,6.431113656779533,620.8649936568189,0.09124232584375463,0.30206344671898755,448,0.0012367921428472802,0.01725443125634298,7.729985202841655,success
10,5,EL150800460640,6C(40%)-3.6C,731.0,6.509936323898081,671.7836396656362,0.007136386481706019,0.0844771358516967,720,0.0004088183779974334,0.01307820019045217,9.416304137125563,success
10,5,EL150800460641,5.2C(58%)-4C,520.0,6.302414783712332,545.8885225320079,0.00236059668848365,0.04858597213685911,509,0.00011606894736131208,0.008227732623809615,4.187915905519094,success
10,5,EL150800463871,5.4C(60%)-3.6C,559.0,6.459038509637985,638.4469008226513,0.01765949601734971,0.13288903648288564,548,0.0011103289575518467,0.02694847165318409,14.76776246594488,success
20,1,EL150800453113,5.4C(50%)-3C,719.0,6.309257539589016,549.636713781212,0.07214801111510527,0.26860381813203116,698,0.003167129241045618,0.038568717530612744,26.920964836367695,success
20,1,EL150800460478,4.4C(24%)-5C,494.0,6.2961572123523775,542.4832516222746,0.008765021805466067,0.09362169516445462,473,0.00037046048388221373,0.012293078379871277,5.814626073679114,success
20,1,EL150800460511,5.6C(38%)-4.25C,478.0,6.227065888561078,506.2678558234283,0.003301094958984537,0.05745515606962126,457,0.00013899030088604603,0.008105286760893756,3.704116049728446,success
20,1,EL150800460518,1C(4%)-6C,300.0,6.515307793071722,675.4018135326548,0.6585733424294129,0.8115253184155211,279,0.006107243155218214,0.06378909576565875,17.79715771861879,success
20,1,EL150800460608,5.2C(37%)-4.5C,492.0,6.086051626406137,439.6819507819189,0.012639850585243964,0.1124270900861708,471,0.0009158836987738467,0.020366356637201485,9.592553976121899,success
20,1,EL150800460611,4.8C(80%)-4.8C,461.0,6.478130013968657,650.7529089201603,0.11884013181024539,0.34473197097200803,440,0.0018168312551121613,0.027810808215376535,12.236755614765675,success
20,1,EL150800460613,6C(4%)-4.75C,487.0,6.350216672061327,572.6167656283436,0.026228628120710355,0.16195254897873745,466,0.00074069491439724,0.015559356808113134,7.2506602725807205,success
20,1,EL150800460614,4.9C(27%)-4.75C,468.0,6.207222259952202,496.32068490421887,0.003452028289773745,0.058753964034554684,447,0.00014256816037250576,0.0075608561126569735,3.3797026823576672,success
20,1,EL150800465027,4.8C(80%)-4.8C,870.0,6.487018420023802,656.5628473114664,0.07922805832023992,0.28147479162482725,849,0.003590197842796261,0.04052962211962954,34.40964917956548,success
20,2,EL150800460486,3.6C(80%)-3.6C,2160.0,7.10047009447767,1212.5369474579857,0.33338314552386245,0.5773934062005406,2139,0.005564044329622103,0.05370850543526464,114.88249312603106,success
20,2,EL150800460498,6C(31%)-4.25C,462.0,6.203551702617865,494.5022507491184,0.0046222065428488,0.06798681153612662,441,0.00021316480553027736,0.008082297091996796,3.564293017570587,success
20,2,EL150800460501,4.65C(69%)-6C,527.0,6.243036745377641,514.4182987959215,0.000583889383335054,0.02416380316372102,506,3.460409187007605e-05,0.005086120128360444,2.5735767849503848,success
20,2,EL150800460522,5.4C(50%)-3.6C,857.0,6.320312632408414,555.746709727493,0.18759751353662016,0.43312528618936597,836,0.005999276326079762,0.05611555295622162,46.912602271401276,success
20,2,EL150800460525,6C(50%)-3C,742.0,6.590547743321265,728.1796162050035,0.00035349639646347947,0.018801499846115455,721,0.00013712260557394466,0.008997001689972502,6.486838218470174,success
20,2,EL150800460618,7C(40%)-3C,702.0,6.650081610789536,772.8473956476638,0.009244477663880129,0.0961482067637256,681,0.0005833703226995057,0.012513929815149077,8.521986204116521,success
20,2,EL150800460659,5.4C(80%)-5.4C,870.0,6.661314022908106,781.5772731059485,0.01148737849907687,0.10717918874052401,849,0.0007635802797059394,0.017547091899809363,14.897481022938148,success
20,2,EL150800464977,4C(80%)-4C,1434.0,6.823574248528598,919.2648261027392,0.19771253100222552,0.44464877263096714,1413,0.005048694216205778,0.04900274246180973,69.24087509853715,success
20,3,EL150800460485,7C(40%)-3.6C,616.0,6.326628536708677,559.2678606824724,0.009335120402107435,0.09661842682484245,595,0.0002977145003866822,0.010376905339145419,6.174258676791524,success
20,3,EL150800460506,6C(50%)-3.6C,704.0,6.990533124026129,1086.3004547105274,0.18814319864829793,0.43375476786808687,683,0.0021806398711767434,0.02680254777794945,18.306140132339475,success
20,3,EL150800460507,6C(30%)-3.6C,860.0,6.638187520604577,763.7095300504701,0.014100343829037772,0.11874486864297662,839,0.0005906703161534724,0.014429502880499125,12.106352916738766,success
20,3,EL150800460603,4.65C(19%)-4.85C,489.0,6.175201985474939,480.6801045151484,0.0002944828975317152,0.017160503999932963,468,7.803597848093501e-05,0.007494508387315338,3.5074299252635783,success
20,3,EL150800460630,5.4C(70%)-3C,1017.0,7.043633253350718,1145.5420995677912,0.01416596447294067,0.11902085730215806,996,0.0006488372977357466,0.015892107612211326,15.82853918176248,success
20,3,EL150800460634,3.6C(30%)-6C,511.0,6.305298205066332,547.4648206284488,0.004751153946880505,0.06892861486262802,490,0.0024625485170810765,0.044646111779201046,21.876594771808513,success
20,3,EL150800463208,4C(40%)-6C,483.0,6.294736557395969,541.7131172792022,0.013160656314894176,0.11471990374339658,462,0.001313523826125685,0.029478347047124886,13.618996335771698,success
20,3,EL150800463882,5.4C(40%)-3.6C,788.0,6.919272335205623,1011.5836328589736,0.06238717363903471,0.2497742453477434,767,0.0011331008593337107,0.01812351384995508,13.900735122915547,success
20,4,EL150800460466,4C(13%)-5C,477.0,6.194621979351107,490.1061397346474,0.0007347075048050898,0.02710548846276506,456,0.0002898016366267917,0.013121715996604862,5.983502494451817,success
20,4,EL150800460513,5.6C(65%)-3C,429.0,6.136364163591526,462.36941151008773,0.005611095303078741,0.07490724466350862,408,0.00016886329306944103,0.007038087501095773,2.8715397004470753,success
20,4,EL150800460615,6C(40%)-3C,709.0,6.584683339959257,723.9217742695597,0.00043379781215532854,0.020827813427129804,688,2.3365567634240905e-05,0.0033825907663932375,2.3272224472785474,success
20,4,EL150800460628,5.2C(71%)-3C,463.0,6.204855838883059,495.1475697680463,0.004506273748298465,0.06712878479682516,442,0.0001417983711332667,0.006768857852994443,2.991835171023544,success
20,4,EL150800460655,3.6C(22%)-5.5C,444.0,6.301234534335359,545.2446180020988,0.04219325655724645,0.20540997190313437,423,0.001933728730487953,0.03372364284725614,14.265100924389348,success
20,4,EL150800463229,7C(30%)-3.6C,966.0,6.893992777085304,986.3317683719513,0.00043384486119777923,0.020828942872785916,945,5.010676968130638e-05,0.004994410365790052,4.719717795671599,success
20,4,EL150800464881,5.4C(60%)-3C,788.0,6.443888224639339,628.8471514078739,0.050899811283927725,0.22560986521853987,767,0.0020305521859647355,0.028002633311946856,21.47801975026324,success
20,4,EL150800464883,4.4C(80%)-4.4C,1074.0,6.6319364492492126,758.9504175564514,0.12055396872702379,0.3472088258195978,1053,0.004507773948507224,0.045465304460795414,47.87496559721757,success
20,5,EL150800440551,4.4C(55%)-6C,461.0,5.0262905487004765,152.36676601447195,1.2256870039267487,1.107107494296172,440,0.006786950079687376,0.06999705830642275,30.79870565482601,success
20,5,EL150800453773,6C(60%)-3C,617.0,6.487426076774017,656.8305541506554,0.003913384863608389,0.06255705286862856,596,0.0001634426391710596,0.0066135437997526395,3.9416721046525733,success
20,5,EL150800460602,2C(2%)-5C,438.0,6.216178534934483,500.78583514674216,0.017945181011730052,0.13395962455803634,417,0.0006001521663931133,0.014699154408576632,6.129547388376455,success
20,5,EL150800460604,4.9C(69%)-4.25C,498.0,6.417458555344758,612.4446404190318,0.042790430052909285,0.20685847832010484,477,0.0008405739348300624,0.014583752875593537,6.956450121658118,success
20,5,EL150800460627,5.6C(58%)-3.5C,459.0,6.397958637570101,600.6177071627552,0.07231174238566185,0.26890842750955546,438,0.0011664341138899203,0.01654314443246752,7.245897261420773,success
20,5,EL150800460640,6C(40%)-3.6C,731.0,6.613449116249718,745.0483504821731,0.00036235621838372027,0.019035656499940323,710,3.469795526112089e-05,0.0031192667410665357,2.2146793861572402,success
20,5,EL150800460641,5.2C(58%)-4C,520.0,6.238071206591847,511.87026619396204,0.0002483021148199843,0.01575760498362566,499,0.00016542865706918174,0.010939008318248993,5.458565150806248,success
20,5,EL150800463871,5.4C(60%)-3.6C,559.0,6.629745758353522,757.289611606868,0.09217070438628211,0.30359628519842285,538,0.0022459680669202065,0.035714776062875764,19.214549521827163,success
50,1,EL150800453113,5.4C(50%)-3C,719.0,6.365134177354798,581.2228100244133,0.0452528532665747,0.21272718036624916,668,0.0023879407432736083,0.03305705767857146,22.082114529285732,success
50,1,EL150800460478,4.4C(24%)-5C,494.0,6.251664200799236,518.875619758178,0.0024136275533804897,0.04912868361131295,443,0.000148904468947847,0.008751822294886018,3.877057276634506,success
50,1,EL150800460511,5.6C(38%)-4.25C,478.0,6.24849396676397,517.2332673046965,0.006222564649292272,0.07888323427251365,427,0.00022187566181378968,0.008880456524373479,3.7919549359074756,success
50,1,EL150800460518,1C(4%)-6C,300.0,6.712776962997385,822.8525006087384,1.0180698775028874,1.0089944883411839,249,0.006097617924879831,0.06487747179934583,16.15449047803711,success
50,1,EL150800460608,5.2C(37%)-4.5C,492.0,6.300753444175401,544.9823692693083,0.010460119922650803,0.10227472768309287,441,0.00038045730454696556,0.010561946780430846,4.657818530170003,success
50,1,EL150800460611,4.8C(80%)-4.8C,461.0,6.396120879148682,599.5149305422465,0.06902328863576801,0.26272283615203307,410,0.001562115859047633,0.026468223062622538,10.85197145567524,success
50,1,EL150800460613,6C(4%)-4.75C,487.0,6.294364148195599,541.5114158904238,0.01125721532898116,0.10610002511300909,436,0.00040997214361731377,0.012118848699052614,5.2838180327869395,success
50,1,EL150800460614,4.9C(27%)-4.75C,468.0,6.163184912521488,474.93830553813245,0.0002165788042644435,0.014716616603840826,417,1.2360886001926726e-05,0.002675105903643839,1.1155191618194809,success
50,1,EL150800465027,4.8C(80%)-4.8C,870.0,6.926013720036057,1018.4261455078613,0.024812710562633507,0.15752050838742715,819,0.0010467336649629254,0.01929694011015264,15.804193950215012,success
50,2,EL150800460486,3.6C(80%)-3.6C,2160.0,7.109244421744422,1223.2229561682993,0.32332765692750987,0.5686190789337884,2109,0.005541483593881654,0.05376619717403772,113.39290984004556,success
50,2,EL150800460498,6C(31%)-4.25C,462.0,6.17681931160456,481.45815001523084,0.0017019272126737837,0.041254420522821356,411,9.6678103432202e-05,0.006007967540667278,2.469274659214251,success
50,2,EL150800460501,4.65C(69%)-6C,527.0,6.192361997184938,488.99975927028163,0.005600808769128151,0.07483855135642425,476,0.0002627345665939814,0.009289547454574679,4.421824588377547,success
50,2,EL150800460522,5.4C(50%)-3.6C,857.0,6.335182541188048,564.0723600265771,0.1749375607321575,0.4182553774097322,806,0.005964544134662953,0.056460427957884605,45.50710493405499,success
50,2,EL150800460525,6C(50%)-3C,742.0,6.514007570427204,674.5242114632306,0.009090034560894971,0.0953416727401768,691,0.0008832249229270477,0.019836708273181854,13.70716541676866,success
50,2,EL150800460618,7C(40%)-3C,702.0,6.60920720121943,741.8946123595309,0.0030551926562013506,0.055273797193619245,651,0.00029336205096194704,0.00959019504413736,6.243216973733421,success
50,2,EL150800460659,5.4C(80%)-5.4C,870.0,6.642749786748062,767.2017363127655,0.015811408905724786,0.125743424900568,819,0.0010275403879784028,0.02045298879378296,16.750997822108246,success
50,2,EL150800464977,4C(80%)-4C,1434.0,6.9865556488541625,1081.9883030456754,0.07933650862143055,0.28166737230540306,1383,0.0026185028398991936,0.03254398587183734,45.00833246075104,success
50,3,EL150800460485,7C(40%)-3.6C,616.0,6.216239334384454,500.81628357568707,0.04285215852591692,0.20700762914906523,565,0.0016722576612860892,0.02702506644238977,15.269162539950221,success
50,3,EL150800460506,6C(50%)-3.6C,704.0,6.936376658180826,1029.0349066868882,0.14409487089858092,0.3795983020227842,653,0.0021274220517943847,0.026747836725232878,17.46633738157707,success
50,3,EL150800460507,6C(30%)-3.6C,860.0,6.7375098698982105,843.4577989896413,0.0003772342578755913,0.019422519349342693,809,7.833023717283091e-06,0.0015732705738790702,1.2727758942681677,success
50,3,EL150800460603,4.65C(19%)-4.85C,489.0,6.036580275754983,418.45956892109126,0.02426809811146924,0.1557822137198892,438,0.0009880085681214798,0.017942362488042478,7.858754769762605,success
50,3,EL150800460630,5.4C(70%)-3C,1017.0,6.978043556173549,1072.817405469478,0.0028548888723022676,0.053431160124989496,966,0.00020646970380431277,0.009961730084393402,9.623031261524027,success
50,3,EL150800460634,3.6C(30%)-6C,511.0,5.921246448630806,372.87619536305994,0.09930259435477279,0.3151231415728981,460,0.0011525882425442665,0.02759544717813766,12.693905701943324,success
50,3,EL150800463208,4C(40%)-6C,483.0,6.148305285405961,467.923717298141,0.0010056108760721984,0.03171136824661147,432,0.0001914687184545738,0.012301120157530376,5.314083908053123,success
50,3,EL150800463882,5.4C(40%)-3.6C,788.0,7.087482798443988,1196.8911891304756,0.17471121661181413,0.4179847085861086,737,0.0017085124180590057,0.02403315499828042,17.71243523373267,success
50,4,EL150800460466,4C(13%)-5C,477.0,6.220072593768615,502.73972646696484,0.0027621439499618647,0.05255610288027324,426,0.0004734370409797977,0.01705306272819986,7.264604722213139,success
